recency,Recency group,history,History Group,Men/Women,zip_code,newbie,channel,segment,visit
10,4,237.17,3,Both Men and Women,Rural,1,Web,No E-Mail,0
7,3,892.35,1,Both Men and Women,Rural,1,Phone,Womens E-Mail,0
7,3,352.15,3,Both Men and Women,Surburban,1,Multichannel,Mens E-Mail,1
3,1,227.08,3,Only Women,Urban,1,Phone,Womens E-Mail,0
9,3,116.21,4,Only Women,Urban,0,Web,No E-Mail,0
1,1,912.63,1,Both Men and Women,Surburban,1,Multichannel,Womens E-Mail,0
1,1,853.02,1,Both Men and Women,Urban,1,Phone,Womens E-Mail,0
5,2,176.34,4,Only Women,Rural,0,Phone,No E-Mail,0
2,1,676.44,2,Only Men,Rural,1,Phone,Mens E-Mail,0
2,1,222.44,4,Only Men,Urban,1,Phone,Womens E-Mail,0
10,4,55.63,4,Only Men,Urban,1,Web,Mens E-Mail,0
5,2,319.01,3,Only Men,Surburban,0,Multichannel,Womens E-Mail,0
6,2,558.05,2,Only Women,Surburban,1,Phone,Mens E-Mail,0
6,2,626.88,2,Both Men and Women,Surburban,1,Web,Womens E-Mail,1
2,1,881.42,1,Both Men and Women,Urban,1,Multichannel,Womens E-Mail,0
11,4,110.21,4,Only Women,Urban,1,Web,Womens E-Mail,0
3,1,37.33,4,Only Women,Urban,1,Web,No E-Mail,0
10,4,566.99,2,Only Women,Urban,1,Multichannel,Womens E-Mail,0
10,4,31.42,4,Only Men,Urban,0,Web,Mens E-Mail,0
1,1,276.23,3,Both Men and Women,Urban,0,Phone,Mens E-Mail,1
1,1,366.54,3,Only Women,Urban,0,Web,Womens E-Mail,1
11,4,122.56,4,Only Women,Rural,0,Phone,Mens E-Mail,0
11,4,224.93,4,Both Men and Women,Urban,0,Multichannel,Womens E-Mail,1
8,3,161.96,4,Only Men,Urban,0,Web,Womens E-Mail,0
6,2,208.3,4,Only Men,Urban,1,Web,Womens E-Mail,0
7,3,29.99,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
7,3,450.57,2,Only Women,Rural,0,Web,Womens E-Mail,0
7,3,29.99,4,Only Men,Rural,1,Phone,Womens E-Mail,0
2,1,198.12,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
2,1,34.66,4,Only Men,Urban,0,Phone,No E-Mail,0
6,2,229.66,3,Only Women,Surburban,1,Phone,Womens E-Mail,0
10,4,464.99,2,Only Women,Surburban,0,Web,Mens E-Mail,0
9,3,29.99,4,Only Men,Rural,0,Web,No E-Mail,0
10,4,104.71,4,Only Women,Surburban,1,Phone,Womens E-Mail,1
9,3,130.04,4,Only Women,Rural,0,Phone,Womens E-Mail,0
4,2,652.09,2,Only Men,Urban,1,Multichannel,No E-Mail,1
3,1,119.98,4,Only Women,Surburban,0,Phone,No E-Mail,0
6,2,47.73,4,Only Men,Rural,1,Web,No E-Mail,0
4,2,442.53,2,Only Men,Surburban,1,Web,No E-Mail,0
1,1,113.58,4,Only Men,Urban,1,Phone,Mens E-Mail,0
7,3,73.42,4,Only Women,Urban,0,Web,No E-Mail,0
12,4,123.92,4,Only Women,Urban,1,Web,Womens E-Mail,0
9,3,119.97,4,Only Men,Surburban,1,Phone,No E-Mail,0
9,3,72.39,4,Only Men,Surburban,1,Web,Womens E-Mail,0
9,3,154.28,4,Only Women,Urban,0,Phone,Womens E-Mail,0
2,1,179.17,4,Only Women,Surburban,0,Phone,Mens E-Mail,0
3,1,29.99,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
4,2,29.99,4,Only Women,Urban,1,Phone,Womens E-Mail,0
8,3,30.9,4,Only Men,Surburban,0,Web,Womens E-Mail,0
7,3,291.55,3,Only Men,Surburban,0,Web,No E-Mail,0
2,1,194.12,4,Only Men,Rural,0,Phone,Mens E-Mail,0
3,1,794.43,1,Only Men,Urban,1,Web,Womens E-Mail,0
10,4,222.42,4,Only Women,Surburban,0,Phone,Mens E-Mail,0
12,4,99.32,4,Only Men,Urban,1,Phone,Womens E-Mail,0
1,1,29.99,4,Only Men,Urban,0,Phone,Mens E-Mail,0
11,4,29.99,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
6,2,780.47,1,Both Men and Women,Urban,1,Multichannel,Womens E-Mail,0
7,3,69.13,4,Only Women,Rural,0,Web,No E-Mail,0
9,3,29.99,4,Only Women,Urban,0,Web,No E-Mail,0
6,2,137.93,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
1,1,29.99,4,Only Women,Rural,0,Web,Mens E-Mail,0
5,2,145.48,4,Only Women,Urban,1,Web,Womens E-Mail,0
4,2,29.99,4,Only Women,Urban,0,Phone,Womens E-Mail,0
9,3,183.08,4,Only Men,Surburban,0,Web,No E-Mail,0
1,1,284.05,3,Only Women,Urban,0,Phone,Womens E-Mail,0
1,1,595.1,2,Only Men,Urban,1,Web,No E-Mail,0
9,3,31.2,4,Only Men,Surburban,0,Web,No E-Mail,0
8,3,540.86,2,Only Women,Urban,1,Multichannel,Mens E-Mail,0
11,4,29.99,4,Only Women,Surburban,0,Phone,Mens E-Mail,0
2,1,351.85,3,Only Men,Rural,0,Web,Mens E-Mail,1
8,3,129.28,4,Only Women,Urban,1,Phone,Mens E-Mail,0
11,4,357.79,3,Only Men,Surburban,0,Phone,No E-Mail,1
9,3,97.78,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
11,4,29.99,4,Only Women,Urban,1,Phone,Womens E-Mail,0
1,1,836.03,1,Only Women,Surburban,1,Web,No E-Mail,0
7,3,618.41,2,Both Men and Women,Surburban,1,Web,Womens E-Mail,0
10,4,154.41,4,Only Men,Urban,1,Phone,Mens E-Mail,0
6,2,319.48,3,Both Men and Women,Urban,1,Multichannel,Mens E-Mail,0
6,2,36.7,4,Only Women,Surburban,1,Web,No E-Mail,0
7,3,215.2,4,Only Men,Urban,0,Phone,Womens E-Mail,0
2,1,242.02,3,Only Women,Surburban,1,Web,Womens E-Mail,0
3,1,416.16,2,Both Men and Women,Urban,0,Web,Mens E-Mail,1
3,1,138.82,4,Only Men,Rural,1,Phone,Mens E-Mail,1
2,1,29.99,4,Only Men,Surburban,0,Web,Mens E-Mail,0
10,4,174.31,4,Only Men,Surburban,0,Web,Womens E-Mail,1
3,1,415.97,2,Only Men,Rural,0,Multichannel,Mens E-Mail,0
11,4,488.31,2,Only Men,Urban,0,Multichannel,No E-Mail,0
3,1,39.17,4,Only Women,Surburban,1,Web,No E-Mail,0
8,3,298.23,3,Only Men,Surburban,1,Web,No E-Mail,0
6,2,70.7,4,Only Women,Urban,0,Web,Womens E-Mail,0
9,3,29.99,4,Only Men,Urban,0,Web,No E-Mail,0
1,1,74.14,4,Only Men,Urban,0,Phone,No E-Mail,0
11,4,118.47,4,Only Women,Urban,1,Web,Womens E-Mail,0
9,3,538.66,2,Only Women,Rural,1,Phone,Womens E-Mail,0
1,1,89.1,4,Only Women,Surburban,1,Web,Mens E-Mail,0
1,1,237.21,3,Only Men,Surburban,0,Phone,Mens E-Mail,0
9,3,39.14,4,Only Women,Rural,0,Phone,No E-Mail,0
9,3,670.72,2,Both Men and Women,Surburban,1,Phone,No E-Mail,0
9,3,56.12,4,Only Men,Urban,1,Phone,Womens E-Mail,0
7,3,76.44,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
1,1,179.29,4,Only Women,Urban,1,Web,Mens E-Mail,0
6,2,60.51,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
1,1,652.52,2,Only Women,Urban,1,Multichannel,No E-Mail,0
1,1,206.73,4,Only Women,Surburban,0,Web,Mens E-Mail,0
12,4,306.51,3,Both Men and Women,Urban,0,Phone,Mens E-Mail,0
4,2,29.99,4,Only Women,Urban,0,Web,Mens E-Mail,0
4,2,94.63,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
5,2,799.62,1,Both Men and Women,Urban,1,Multichannel,No E-Mail,0
3,1,29.99,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
11,4,463.84,2,Only Men,Surburban,0,Multichannel,Womens E-Mail,0
6,2,29.99,4,Only Men,Urban,1,Web,No E-Mail,0
11,4,439.25,2,Both Men and Women,Urban,0,Web,Mens E-Mail,0
4,2,32.06,4,Only Women,Urban,0,Web,Mens E-Mail,0
9,3,121.06,4,Only Women,Urban,0,Web,No E-Mail,1
1,1,826.35,1,Only Women,Urban,1,Multichannel,Mens E-Mail,1
6,2,628.31,2,Both Men and Women,Rural,1,Phone,Womens E-Mail,0
10,4,139.31,4,Only Women,Surburban,1,Web,Mens E-Mail,0
4,2,557.17,2,Both Men and Women,Urban,1,Multichannel,Womens E-Mail,0
1,1,375.63,3,Only Men,Surburban,0,Web,No E-Mail,0
7,3,73.54,4,Only Men,Urban,1,Phone,No E-Mail,0
4,2,29.99,4,Only Women,Urban,0,Web,Mens E-Mail,0
6,2,217.15,4,Both Men and Women,Urban,0,Multichannel,No E-Mail,1
2,1,29.99,4,Only Men,Surburban,0,Phone,No E-Mail,0
1,1,900.31,1,Only Women,Surburban,1,Multichannel,Womens E-Mail,0
10,4,29.99,4,Only Men,Urban,0,Web,No E-Mail,0
2,1,191.14,4,Only Men,Rural,1,Phone,No E-Mail,0
1,1,642.91,2,Only Men,Urban,1,Multichannel,No E-Mail,0
1,1,347.61,3,Both Men and Women,Urban,1,Web,Womens E-Mail,0
6,2,131.18,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
5,2,596.1,2,Only Men,Urban,1,Phone,No E-Mail,0
11,4,161.64,4,Only Men,Rural,0,Phone,Womens E-Mail,0
3,1,144.75,4,Only Men,Urban,0,Phone,Womens E-Mail,0
9,3,130.98,4,Only Men,Urban,1,Web,Mens E-Mail,0
6,2,208.48,4,Only Men,Urban,0,Web,Womens E-Mail,0
9,3,375.18,3,Only Women,Rural,0,Web,Mens E-Mail,0
12,4,243.48,3,Only Women,Urban,1,Multichannel,Mens E-Mail,0
2,1,154.47,4,Only Men,Urban,0,Phone,Womens E-Mail,0
1,1,617.29,2,Only Women,Urban,1,Multichannel,Womens E-Mail,0
8,3,188.64,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
8,3,151.23,4,Only Women,Rural,0,Web,No E-Mail,0
1,1,773.73,1,Both Men and Women,Urban,1,Multichannel,No E-Mail,1
5,2,131.36,4,Only Women,Urban,0,Web,Womens E-Mail,0
2,1,196.3,4,Only Women,Urban,0,Web,Mens E-Mail,0
3,1,137.23,4,Only Women,Urban,0,Phone,Womens E-Mail,0
2,1,29.99,4,Only Men,Surburban,1,Phone,No E-Mail,0
4,2,102.01,4,Only Men,Surburban,0,Web,Mens E-Mail,0
10,4,366.93,3,Only Men,Surburban,0,Web,Womens E-Mail,0
1,1,690.81,1,Only Women,Rural,1,Web,Mens E-Mail,0
9,3,85.11,4,Only Men,Urban,0,Web,Mens E-Mail,0
10,4,102.15,4,Only Women,Urban,0,Phone,No E-Mail,0
1,1,196.72,4,Only Men,Urban,1,Phone,Womens E-Mail,0
1,1,299.13,3,Both Men and Women,Rural,0,Phone,Womens E-Mail,0
9,3,148.94,4,Only Women,Surburban,0,Web,Womens E-Mail,0
7,3,29.99,4,Only Women,Urban,0,Phone,Mens E-Mail,0
1,1,580.7,2,Only Women,Surburban,1,Web,Mens E-Mail,0
5,2,62.91,4,Only Men,Surburban,1,Phone,No E-Mail,0
6,2,248.42,3,Only Men,Surburban,0,Web,No E-Mail,1
7,3,256.52,3,Only Men,Urban,1,Web,No E-Mail,0
10,4,42.12,4,Only Men,Urban,1,Phone,Womens E-Mail,0
4,2,688.81,1,Both Men and Women,Urban,1,Phone,Womens E-Mail,0
4,2,29.99,4,Only Men,Urban,1,Phone,No E-Mail,0
9,3,29.99,4,Only Men,Urban,0,Phone,No E-Mail,0
2,1,488.08,2,Only Men,Surburban,0,Multichannel,No E-Mail,1
5,2,41.33,4,Only Men,Urban,1,Web,No E-Mail,0
9,3,332.16,3,Only Men,Urban,0,Web,Womens E-Mail,1
9,3,29.99,4,Only Women,Rural,0,Web,Mens E-Mail,0
1,1,319.52,3,Only Men,Urban,0,Multichannel,Mens E-Mail,1
5,2,348.11,3,Only Women,Rural,0,Web,Womens E-Mail,1
1,1,29.99,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
3,1,70.97,4,Only Women,Rural,1,Web,Mens E-Mail,0
9,3,64.34,4,Only Women,Urban,0,Web,No E-Mail,0
5,2,181.16,4,Only Women,Urban,0,Phone,Womens E-Mail,1
10,4,177.88,4,Only Women,Rural,0,Web,No E-Mail,0
7,3,184.29,4,Only Men,Surburban,0,Web,No E-Mail,0
3,1,634.77,2,Only Men,Surburban,1,Web,Womens E-Mail,0
9,3,91.87,4,Only Men,Surburban,0,Web,Mens E-Mail,1
7,3,78.27,4,Only Men,Surburban,1,Web,No E-Mail,0
6,2,132.58,4,Only Men,Urban,1,Phone,Womens E-Mail,1
6,2,512.89,2,Both Men and Women,Urban,1,Phone,Womens E-Mail,0
3,1,465.17,2,Both Men and Women,Rural,0,Web,Mens E-Mail,0
11,4,403.04,3,Only Women,Surburban,0,Phone,Mens E-Mail,1
2,1,309.11,3,Both Men and Women,Surburban,0,Web,No E-Mail,1
10,4,148.37,4,Only Women,Surburban,0,Web,No E-Mail,0
1,1,849.69,1,Only Women,Urban,1,Phone,Womens E-Mail,0
1,1,309.58,3,Only Men,Surburban,0,Web,Womens E-Mail,0
1,1,644.55,2,Only Women,Rural,1,Multichannel,No E-Mail,0
7,3,98.97,4,Only Men,Surburban,0,Web,Mens E-Mail,0
3,1,508.31,2,Only Men,Rural,1,Multichannel,Mens E-Mail,0
10,4,76.88,4,Only Men,Rural,1,Phone,Womens E-Mail,0
3,1,29.99,4,Only Women,Surburban,0,Web,Womens E-Mail,0
5,2,215.99,4,Both Men and Women,Surburban,1,Multichannel,Mens E-Mail,0
2,1,36.97,4,Only Men,Urban,1,Phone,Womens E-Mail,0
11,4,42.04,4,Only Men,Rural,1,Phone,Womens E-Mail,0
10,4,123.03,4,Only Women,Surburban,1,Web,Mens E-Mail,0
9,3,411.3,3,Only Women,Surburban,0,Web,No E-Mail,0
9,3,93.66,4,Only Women,Urban,0,Phone,No E-Mail,0
10,4,196.13,4,Only Men,Urban,1,Phone,Womens E-Mail,0
3,1,158.57,4,Only Men,Urban,1,Phone,Womens E-Mail,0
1,1,106.27,4,Only Men,Urban,1,Phone,No E-Mail,0
9,3,513.43,2,Only Women,Urban,1,Multichannel,Womens E-Mail,0
2,1,272.63,3,Both Men and Women,Surburban,0,Phone,No E-Mail,1
2,1,321.5,3,Only Women,Surburban,0,Phone,Mens E-Mail,1
1,1,123.34,4,Only Women,Urban,1,Phone,Womens E-Mail,0
7,3,87.31,4,Only Men,Surburban,1,Web,Womens E-Mail,0
3,1,167.69,4,Only Women,Rural,0,Web,Womens E-Mail,1
6,2,127.36,4,Only Women,Urban,0,Web,Mens E-Mail,0
2,1,430.53,2,Both Men and Women,Urban,1,Phone,No E-Mail,0
4,2,294.11,3,Both Men and Women,Surburban,1,Phone,Mens E-Mail,0
12,4,139.62,4,Only Women,Surburban,0,Phone,No E-Mail,0
6,2,845.73,1,Only Women,Surburban,1,Multichannel,Mens E-Mail,0
9,3,212.6,4,Only Women,Urban,1,Multichannel,No E-Mail,0
11,4,38.29,4,Only Women,Surburban,0,Phone,Womens E-Mail,1
7,3,69.49,4,Only Men,Surburban,0,Web,Womens E-Mail,0
11,4,341.82,3,Only Women,Urban,0,Phone,Mens E-Mail,0
8,3,196.45,4,Only Men,Surburban,0,Phone,Womens E-Mail,1
2,1,222.74,4,Both Men and Women,Surburban,1,Web,Womens E-Mail,1
5,2,165.54,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
4,2,78.68,4,Only Men,Urban,0,Web,Mens E-Mail,0
4,2,29.99,4,Only Men,Urban,0,Web,Mens E-Mail,0
3,1,465.74,2,Both Men and Women,Urban,0,Phone,No E-Mail,0
10,4,577.62,2,Only Women,Surburban,1,Phone,Mens E-Mail,0
1,1,159.54,4,Only Women,Urban,1,Phone,Mens E-Mail,0
11,4,334.9,3,Both Men and Women,Surburban,0,Multichannel,Mens E-Mail,0
10,4,169.62,4,Only Men,Urban,1,Phone,No E-Mail,0
3,1,52.19,4,Only Women,Surburban,0,Web,No E-Mail,0
4,2,65.91,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
5,2,145.87,4,Only Women,Surburban,0,Phone,Mens E-Mail,0
9,3,69.13,4,Only Women,Rural,0,Phone,No E-Mail,0
9,3,29.99,4,Only Men,Urban,0,Phone,Womens E-Mail,0
10,4,184.41,4,Only Women,Urban,0,Web,No E-Mail,0
9,3,155.68,4,Only Women,Surburban,0,Phone,Womens E-Mail,1
12,4,128.47,4,Only Men,Surburban,1,Web,No E-Mail,0
6,2,221.43,4,Only Women,Urban,0,Web,Mens E-Mail,0
5,2,694.14,1,Both Men and Women,Urban,1,Multichannel,No E-Mail,0
10,4,110.36,4,Only Women,Urban,1,Web,No E-Mail,0
1,1,243.63,3,Only Men,Rural,0,Multichannel,No E-Mail,0
12,4,126.44,4,Only Men,Urban,1,Web,Womens E-Mail,0
5,2,495.82,2,Only Women,Surburban,0,Web,No E-Mail,0
8,3,199.63,4,Only Men,Urban,0,Web,No E-Mail,0
12,4,186.85,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
8,3,532.04,2,Only Women,Rural,1,Multichannel,No E-Mail,0
2,1,249.23,3,Both Men and Women,Surburban,0,Phone,No E-Mail,0
3,1,182.43,4,Only Women,Rural,0,Web,Mens E-Mail,0
1,1,98.96,4,Only Men,Urban,0,Phone,No E-Mail,0
10,4,138.15,4,Only Women,Surburban,1,Web,No E-Mail,0
6,2,269.01,3,Only Men,Surburban,1,Multichannel,Mens E-Mail,0
8,3,394.04,3,Only Men,Surburban,0,Phone,Mens E-Mail,0
11,4,578.89,2,Only Women,Urban,1,Multichannel,Mens E-Mail,0
5,2,187.99,4,Only Men,Urban,0,Web,No E-Mail,0
5,2,189.24,4,Only Men,Surburban,0,Phone,No E-Mail,1
10,4,498.32,2,Only Men,Rural,0,Phone,Mens E-Mail,0
12,4,152.11,4,Only Men,Urban,0,Phone,No E-Mail,0
8,3,168.84,4,Only Men,Surburban,0,Phone,Womens E-Mail,1
1,1,1455.4,1,Only Women,Urban,1,Multichannel,Womens E-Mail,0
4,2,344.03,3,Only Men,Rural,0,Phone,No E-Mail,0
10,4,213.88,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
2,1,1075.17,1,Both Men and Women,Surburban,1,Web,Mens E-Mail,1
10,4,88.31,4,Only Men,Urban,0,Phone,Mens E-Mail,0
4,2,119.18,4,Only Men,Urban,0,Web,Womens E-Mail,0
8,3,46.76,4,Only Men,Urban,0,Phone,No E-Mail,0
7,3,62.56,4,Only Men,Surburban,1,Web,Womens E-Mail,0
12,4,29.99,4,Only Women,Urban,0,Web,Mens E-Mail,0
3,1,171.52,4,Only Women,Rural,0,Phone,Mens E-Mail,1
2,1,109.07,4,Only Men,Rural,0,Phone,Mens E-Mail,0
3,1,188.98,4,Only Women,Surburban,1,Web,Mens E-Mail,0
1,1,29.99,4,Only Men,Surburban,0,Web,Womens E-Mail,0
11,4,29.99,4,Only Women,Urban,1,Web,Mens E-Mail,0
10,4,210.26,4,Only Women,Surburban,1,Phone,No E-Mail,0
4,2,71.19,4,Only Men,Urban,1,Phone,No E-Mail,0
4,2,29.99,4,Only Women,Surburban,0,Phone,No E-Mail,0
4,2,53.12,4,Only Men,Surburban,0,Web,Mens E-Mail,0
6,2,49.96,4,Only Women,Surburban,0,Phone,No E-Mail,1
12,4,132.46,4,Only Women,Surburban,0,Web,No E-Mail,0
3,1,86.7,4,Only Men,Rural,1,Web,Womens E-Mail,0
9,3,217,4,Only Women,Urban,0,Web,Womens E-Mail,1
9,3,293.6,3,Only Men,Surburban,1,Phone,No E-Mail,0
2,1,65.32,4,Only Men,Surburban,0,Phone,Womens E-Mail,1
9,3,141.23,4,Only Women,Rural,0,Phone,Mens E-Mail,0
2,1,231.96,3,Only Men,Surburban,1,Multichannel,Womens E-Mail,0
9,3,93.56,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
10,4,29.99,4,Only Men,Surburban,1,Web,No E-Mail,0
4,2,43.49,4,Only Women,Urban,0,Phone,Mens E-Mail,0
6,2,61.96,4,Only Women,Urban,1,Phone,No E-Mail,0
9,3,234.06,3,Both Men and Women,Surburban,0,Phone,Womens E-Mail,0
10,4,169.35,4,Only Women,Surburban,0,Phone,No E-Mail,0
11,4,374.25,3,Only Men,Rural,1,Web,No E-Mail,0
6,2,252.83,3,Only Women,Urban,1,Web,Mens E-Mail,0
9,3,242.42,3,Only Men,Surburban,1,Web,Mens E-Mail,0
1,1,177.75,4,Only Men,Urban,0,Phone,Womens E-Mail,0
5,2,30.35,4,Only Men,Urban,0,Web,Mens E-Mail,0
10,4,363.83,3,Only Men,Rural,0,Web,Mens E-Mail,1
5,2,88.66,4,Only Men,Urban,0,Phone,Womens E-Mail,0
1,1,1108.84,1,Both Men and Women,Rural,1,Multichannel,Womens E-Mail,0
9,3,40.03,4,Only Men,Surburban,0,Web,Womens E-Mail,0
1,1,662.38,2,Both Men and Women,Surburban,1,Phone,Womens E-Mail,0
6,2,481.49,2,Both Men and Women,Surburban,0,Phone,Womens E-Mail,0
5,2,236.26,3,Only Men,Surburban,0,Web,Womens E-Mail,0
10,4,79.22,4,Only Men,Surburban,0,Phone,Mens E-Mail,1
1,1,138.93,4,Only Men,Urban,1,Web,Mens E-Mail,0
11,4,80.19,4,Only Men,Surburban,0,Phone,No E-Mail,0
1,1,1022.7,1,Only Women,Urban,1,Phone,Mens E-Mail,1
5,2,368.58,3,Only Men,Urban,0,Multichannel,Mens E-Mail,0
12,4,34.57,4,Only Men,Urban,0,Web,Mens E-Mail,0
11,4,29.99,4,Only Women,Urban,0,Phone,Womens E-Mail,0
4,2,169.23,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
2,1,108.39,4,Only Women,Urban,0,Web,No E-Mail,0
2,1,286.38,3,Only Women,Surburban,0,Phone,Womens E-Mail,0
10,4,137.09,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
1,1,75.72,4,Only Men,Urban,0,Web,No E-Mail,0
10,4,85.02,4,Only Men,Urban,0,Phone,No E-Mail,0
6,2,455.37,2,Only Men,Surburban,0,Multichannel,Womens E-Mail,1
2,1,730.35,1,Only Men,Surburban,1,Web,Mens E-Mail,0
1,1,111.96,4,Only Men,Urban,1,Phone,No E-Mail,0
1,1,357.44,3,Only Men,Surburban,0,Web,Mens E-Mail,0
7,3,452.65,2,Only Women,Rural,1,Multichannel,No E-Mail,0
1,1,29.99,4,Only Women,Urban,1,Phone,Womens E-Mail,1
3,1,526.59,2,Only Men,Urban,1,Web,Womens E-Mail,0
1,1,176.12,4,Only Women,Surburban,1,Web,No E-Mail,1
4,2,51.47,4,Only Women,Surburban,0,Web,Mens E-Mail,0
1,1,587.15,2,Only Men,Surburban,1,Multichannel,No E-Mail,0
2,1,45.81,4,Only Men,Surburban,1,Web,No E-Mail,0
1,1,561.19,2,Only Women,Surburban,1,Phone,No E-Mail,0
1,1,588.91,2,Only Women,Surburban,1,Multichannel,Mens E-Mail,0
4,2,214.9,4,Only Women,Urban,0,Phone,Mens E-Mail,0
10,4,29.99,4,Only Men,Surburban,0,Web,No E-Mail,0
4,2,240.66,3,Only Men,Surburban,0,Web,Womens E-Mail,0
8,3,52,4,Only Men,Urban,0,Web,Mens E-Mail,1
7,3,91.28,4,Only Women,Urban,0,Phone,Mens E-Mail,0
12,4,160.17,4,Only Women,Urban,0,Phone,No E-Mail,0
10,4,37.99,4,Only Women,Urban,0,Web,No E-Mail,0
9,3,147.7,4,Only Men,Surburban,1,Web,No E-Mail,0
4,2,126.09,4,Only Men,Urban,0,Web,Womens E-Mail,0
9,3,187.35,4,Only Women,Surburban,0,Phone,Womens E-Mail,1
5,2,966,1,Only Women,Urban,1,Web,No E-Mail,0
3,1,1032.42,1,Only Men,Urban,1,Multichannel,No E-Mail,0
1,1,29.99,4,Only Men,Surburban,0,Web,No E-Mail,0
3,1,126.72,4,Only Women,Surburban,1,Web,Womens E-Mail,0
8,3,100.97,4,Only Men,Surburban,1,Phone,No E-Mail,0
4,2,81.42,4,Only Men,Rural,1,Web,Mens E-Mail,0
8,3,130.29,4,Only Men,Urban,0,Web,No E-Mail,1
1,1,253.77,3,Only Women,Surburban,0,Phone,Mens E-Mail,0
2,1,202.29,4,Only Women,Urban,0,Phone,Mens E-Mail,0
6,2,292.71,3,Both Men and Women,Urban,0,Multichannel,Mens E-Mail,1
5,2,196.71,4,Only Men,Rural,0,Phone,No E-Mail,0
4,2,103.03,4,Only Women,Surburban,0,Phone,Mens E-Mail,0
10,4,95.38,4,Only Women,Urban,0,Phone,Womens E-Mail,0
3,1,126.56,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
4,2,190.55,4,Only Women,Urban,0,Web,Mens E-Mail,0
1,1,216.19,4,Only Women,Surburban,0,Web,Womens E-Mail,1
10,4,501.24,2,Only Men,Surburban,1,Phone,No E-Mail,0
1,1,152.68,4,Only Men,Rural,0,Phone,No E-Mail,0
2,1,222.08,4,Only Men,Urban,0,Phone,Mens E-Mail,0
4,2,102.37,4,Only Women,Surburban,0,Web,Mens E-Mail,0
6,2,109.93,4,Only Women,Rural,0,Web,Mens E-Mail,1
10,4,42.4,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
6,2,141.14,4,Only Men,Urban,1,Web,Womens E-Mail,1
6,2,49.34,4,Only Men,Urban,0,Phone,Mens E-Mail,1
1,1,307.5,3,Only Women,Rural,0,Multichannel,No E-Mail,0
4,2,75.42,4,Only Women,Surburban,0,Phone,Mens E-Mail,1
1,1,692.85,1,Only Men,Urban,1,Multichannel,No E-Mail,0
2,1,1329.42,1,Only Women,Surburban,1,Web,Mens E-Mail,0
5,2,167.39,4,Only Men,Surburban,0,Web,Mens E-Mail,0
5,2,29.99,4,Only Men,Urban,0,Web,No E-Mail,0
1,1,864.42,1,Both Men and Women,Surburban,1,Phone,Mens E-Mail,0
7,3,173.54,4,Only Women,Urban,0,Phone,Mens E-Mail,0
1,1,374.54,3,Both Men and Women,Urban,0,Web,Womens E-Mail,0
1,1,730.2,1,Both Men and Women,Surburban,1,Multichannel,Mens E-Mail,0
9,3,184.97,4,Only Women,Surburban,0,Phone,Mens E-Mail,1
9,3,371.97,3,Only Women,Surburban,0,Web,Womens E-Mail,1
7,3,647.67,2,Both Men and Women,Surburban,1,Multichannel,Mens E-Mail,0
9,3,361.91,3,Only Men,Surburban,0,Web,No E-Mail,0
1,1,101.67,4,Only Men,Surburban,1,Phone,No E-Mail,0
6,2,343.22,3,Both Men and Women,Urban,1,Multichannel,No E-Mail,0
10,4,321.85,3,Only Men,Urban,0,Web,Mens E-Mail,0
9,3,190.81,4,Only Women,Surburban,1,Web,Mens E-Mail,0
5,2,29.99,4,Only Women,Rural,1,Phone,Mens E-Mail,0
9,3,70.52,4,Only Men,Urban,0,Phone,Mens E-Mail,1
8,3,29.99,4,Only Women,Surburban,1,Phone,No E-Mail,0
5,2,345.63,3,Both Men and Women,Surburban,0,Phone,No E-Mail,0
4,2,371.2,3,Only Women,Surburban,1,Web,Mens E-Mail,0
9,3,328.2,3,Only Men,Urban,1,Phone,Womens E-Mail,0
2,1,67.31,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
3,1,97.59,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
12,4,29.99,4,Only Women,Surburban,0,Phone,Mens E-Mail,0
11,4,190.92,4,Only Men,Surburban,1,Web,No E-Mail,0
8,3,43.95,4,Only Men,Surburban,1,Phone,No E-Mail,1
2,1,69.72,4,Only Women,Surburban,0,Phone,No E-Mail,0
